address,wallet_tokens,native_eth,native_eth_observed,charter_count,branches,pending_tokens,deposited_tokens_lifetime,licenses_bought_lifetime,buy_tokens_lifetime,buy_tokens_6h,buy_pool_eth_lifetime,buy_pool_eth_6h,buy_count_6h,sell_tokens_lifetime,sell_tokens_6h,sell_pool_eth_lifetime,sell_pool_eth_6h,sell_count_6h,cohort,first_pool_buy_utc_approx,inventory_own_pool_buy,inventory_transferred_pool_buy,inventory_branch_withdrawal,inventory_transferred_branch_withdrawal,inventory_initial_allocation,inventory_transferred_allocation,inventory_other_custody_or_unresolved,inventory_own_other_pool_buy,inventory_transferred_other_pool_buy
0x14b33822c8bc5689e4130b0d3fca676674fb6718,0.0,0.000998811702884155,True,0,0,0.0,0.0,0,988797.5418197432,0.0,139.7088,0.0,0,988797.5418197432,988797.5418197432,114.50991916883511,114.50991916883511,9,net_seller,2026-09-15T02:21:53+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x24e7a8963c07dc0ad58098172ab2b9826bc90fb2,0.0,79.16646747681466,True,0,0,0.0,0.0,0,792001.6457580861,74989.15591137775,78.39302166486048,9.263570094724482,2,504212.4924848647,417658.8589379757,62.45142142339081,48.47649593388033,6,net_seller,2026-09-15T01:10:20.222222328+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x2444429b617062858c0b789608bf0e9fae313db3,0.0,0.0,True,0,0,0.0,0.0,0,507286.62960558705,0.0,63.10661106926089,0.0,0,366023.04194185307,366023.04194185307,45.47144899155034,45.47144899155034,5,net_seller,2026-09-15T01:26:15+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xa1e1a2d159166a85a5e1f7142146013b93968c5b,0.0,108.25658837223384,True,0,0,0.0,0.0,0,837319.0436031967,0.0,17.08641,0.0,0,837319.0436031967,381398.56481393974,111.69809166630459,43.07109085118131,2,net_seller,2026-09-15T01:01:59+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xbebbad0b95ed88e6c56c8d79daa82257e97c3f44,0.0,0.09658489245738652,True,0,0,0.0,0.0,0,296861.8691926828,0.0,49.29324741968999,0.0,0,271177.9196980002,271177.9196980002,33.083213423257014,33.083213423257014,10,net_seller,2026-09-15T12:30:47.074778080+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x6935ee7038d877604b006c52709abad248449737,0.0,0.0,True,0,0,0.0,0.0,0,199974.88380698627,0.0,29.627900254022677,0.0,0,271618.851733777,271618.851733777,29.217039808924188,29.217039808924188,1,net_seller,2026-09-15T02:09:20.112126827+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x9c8ff2cb10eb8306c98765ae3f9b2e8a4c6233ee,0.0,19.864723500189474,True,1,1,657.0111703158465,0.0,0,546757.6855812003,0.0,19.34658,0.0,0,546757.6855812003,204204.30106266768,73.83517207930355,25.124397971638867,4,charter_operator,2026-09-15T01:05:09+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xfb0d8b94027c5109ae89c5f08b025cc598cf6f49,0.0,116.83403312961389,True,0,0,0.0,0.0,0,1009353.1042492278,0.0,37.841265,0.0,0,895483.7036307324,215786.98528662074,73.1866536415463,25.00851536050868,2,net_seller,2026-09-15T01:00:42.105549574+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xf18eae010b44026c6b5f15f569f2761b730a0a80,0.0,0.0,True,0,0,0.0,0.0,0,171789.49987713856,0.0,23.74813647195875,0.0,0,150315.81239249624,150315.81239249624,16.972194212241117,16.972194212241117,1,net_seller,2026-09-15T03:49:19.205289841+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x4ff25ae1b4bf1cee786d5458b43f116d3203d374,0.0,20.000405586480227,True,2,5,3279.660204165548,35802.06,3,757560.0908679762,44629.382008399785,71.33652681829888,4.851,1,628907.9081386403,122554.50789060214,83.86751445993102,14.222234043748692,4,charter_operator,2026-09-15T01:01:09.415669203+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x016be7a3ef30cec10f87ecb8c794fe8533c9dddf,0.0,0.0,True,0,0,0.0,0.0,0,95277.43122057954,0.0,11.674880336813686,0.0,0,123594.98824178772,123594.98824178772,14.095358988506073,14.095358988506073,1,net_seller,2026-09-15T03:38:24+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x431f15623676d6617859794f18dc3d0681c9ec00,0.0,0.0,True,0,0,0.0,0.0,0,148351.85923374078,61136.53075145316,19.622032939746543,7.388564002521779,1,120530.62612893558,120530.62612893558,13.461745135909814,13.461745135909814,1,two_way_trader,2026-09-15T01:34:57+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
